phase1_index,race_id,lane,label,status,pose_path,pose_schema
127,Speed_finals_Seoul_2024_race006,right,advanced,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race006_pose.json,single_athlete
128,Speed_finals_Seoul_2024_race007,left,advanced,single_lane_mismatch:right,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race007_pose.json,single_athlete
129,Speed_finals_Seoul_2024_race007,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race007_pose.json,single_athlete
130,Speed_finals_Seoul_2024_race008,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race008_pose.json,single_athlete
131,Speed_finals_Seoul_2024_race008,right,beginner,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race008_pose.json,single_athlete
132,Speed_finals_Seoul_2024_race009,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/samples/Speed_finals_Seoul_2024_race009_poses.json,dual_lane
133,Speed_finals_Seoul_2024_race009,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/samples/Speed_finals_Seoul_2024_race009_poses.json,dual_lane
134,Speed_finals_Seoul_2024_race010,left,advanced,single_lane_mismatch:right,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race010_pose.json,single_athlete
135,Speed_finals_Seoul_2024_race010,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race010_pose.json,single_athlete
136,Speed_finals_Seoul_2024_race011,left,advanced,single_lane_mismatch:right,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race011_pose.json,single_athlete
137,Speed_finals_Seoul_2024_race011,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race011_pose.json,single_athlete
138,Speed_finals_Seoul_2024_race012,left,advanced,single_lane_mismatch:right,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race012_pose.json,single_athlete
139,Speed_finals_Seoul_2024_race012,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race012_pose.json,single_athlete
140,Speed_finals_Seoul_2024_race013,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/samples/Speed_finals_Seoul_2024_race013_poses.json,dual_lane
141,Speed_finals_Seoul_2024_race013,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/samples/Speed_finals_Seoul_2024_race013_poses.json,dual_lane
142,Speed_finals_Seoul_2024_race014,left,advanced,single_lane_mismatch:right,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race014_pose.json,single_athlete
143,Speed_finals_Seoul_2024_race014,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race014_pose.json,single_athlete
144,Speed_finals_Seoul_2024_race015,left,advanced,single_lane_mismatch:right,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race015_pose.json,single_athlete
145,Speed_finals_Seoul_2024_race015,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race015_pose.json,single_athlete
146,Speed_finals_Seoul_2024_race016,left,beginner,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race016_pose.json,single_athlete
147,Speed_finals_Seoul_2024_race016,right,advanced,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race016_pose.json,single_athlete
148,Speed_finals_Seoul_2024_race017,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race017_pose.json,single_athlete
149,Speed_finals_Seoul_2024_race017,right,advanced,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race017_pose.json,single_athlete
150,Speed_finals_Seoul_2024_race018,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race018_pose.json,single_athlete
151,Speed_finals_Seoul_2024_race018,right,advanced,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race018_pose.json,single_athlete
152,Speed_finals_Seoul_2024_race019,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race019_pose.json,single_athlete
153,Speed_finals_Seoul_2024_race019,right,advanced,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race019_pose.json,single_athlete
154,Speed_finals_Seoul_2024_race020,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race020_pose.json,single_athlete
155,Speed_finals_Seoul_2024_race020,right,advanced,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race020_pose.json,single_athlete
156,Speed_finals_Seoul_2024_race021,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race021_pose.json,single_athlete
157,Speed_finals_Seoul_2024_race021,right,advanced,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race021_pose.json,single_athlete
158,Speed_finals_Seoul_2024_race022,left,advanced,missing_pose,,
159,Speed_finals_Seoul_2024_race022,right,advanced,missing_pose,,
160,Speed_finals_Seoul_2024_race023,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/samples/Speed_finals_Seoul_2024_race023_poses.json,dual_lane
161,Speed_finals_Seoul_2024_race023,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/samples/Speed_finals_Seoul_2024_race023_poses.json,dual_lane
162,Speed_finals_Seoul_2024_race024,left,beginner,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race024_pose.json,single_athlete
163,Speed_finals_Seoul_2024_race024,right,advanced,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race024_pose.json,single_athlete
164,Speed_finals_Seoul_2024_race025,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/samples/Speed_finals_Seoul_2024_race025_poses.json,dual_lane
165,Speed_finals_Seoul_2024_race025,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/samples/Speed_finals_Seoul_2024_race025_poses.json,dual_lane
166,Speed_finals_Seoul_2024_race026,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race026_pose.json,single_athlete
167,Speed_finals_Seoul_2024_race026,right,advanced,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race026_pose.json,single_athlete
168,Speed_finals_Seoul_2024_race027,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race027_pose.json,single_athlete
169,Speed_finals_Seoul_2024_race027,right,advanced,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race027_pose.json,single_athlete
170,Speed_finals_Seoul_2024_race028,left,advanced,single_lane_mismatch:right,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race028_pose.json,single_athlete
171,Speed_finals_Seoul_2024_race028,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race028_pose.json,single_athlete
172,Speed_finals_Seoul_2024_race029,left,advanced,single_lane_uncertain:center,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race029_pose.json,single_athlete
173,Speed_finals_Seoul_2024_race029,right,advanced,single_lane_uncertain:center,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race029_pose.json,single_athlete
174,Speed_finals_Seoul_2024_race030,left,beginner,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race030_pose.json,single_athlete
175,Speed_finals_Seoul_2024_race030,right,advanced,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_seoul_2024/Speed_finals_Seoul_2024_race030_pose.json,single_athlete
176,Speed_finals_Seoul_2024_race031,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/samples/Speed_finals_Seoul_2024_race031_poses.json,dual_lane
177,Speed_finals_Seoul_2024_race031,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/samples/Speed_finals_Seoul_2024_race031_poses.json,dual_lane
178,Speed_finals_Villars_2024_race001,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race001_pose.json,single_athlete
179,Speed_finals_Villars_2024_race001,right,advanced,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race001_pose.json,single_athlete
180,Speed_finals_Villars_2024_race002,left,advanced,missing_pose,,
181,Speed_finals_Villars_2024_race002,right,advanced,missing_pose,,
182,Speed_finals_Villars_2024_race003,left,advanced,single_lane_mismatch:right,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race003_pose.json,single_athlete
183,Speed_finals_Villars_2024_race003,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race003_pose.json,single_athlete
184,Speed_finals_Villars_2024_race004,left,advanced,single_lane_mismatch:right,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race004_pose.json,single_athlete
185,Speed_finals_Villars_2024_race004,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race004_pose.json,single_athlete
186,Speed_finals_Villars_2024_race005,left,advanced,single_lane_mismatch:right,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race005_pose.json,single_athlete
187,Speed_finals_Villars_2024_race005,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race005_pose.json,single_athlete
188,Speed_finals_Villars_2024_race006,left,advanced,single_lane_mismatch:right,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race006_pose.json,single_athlete
189,Speed_finals_Villars_2024_race006,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race006_pose.json,single_athlete
190,Speed_finals_Villars_2024_race007,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race007_pose.json,single_athlete
191,Speed_finals_Villars_2024_race007,right,advanced,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race007_pose.json,single_athlete
192,Speed_finals_Villars_2024_race008,left,beginner,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race008_pose.json,single_athlete
193,Speed_finals_Villars_2024_race009,left,advanced,single_lane_mismatch:right,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race009_pose.json,single_athlete
194,Speed_finals_Villars_2024_race009,right,beginner,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race009_pose.json,single_athlete
195,Speed_finals_Villars_2024_race010,left,advanced,single_lane_mismatch:right,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race010_pose.json,single_athlete
196,Speed_finals_Villars_2024_race010,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race010_pose.json,single_athlete
197,Speed_finals_Villars_2024_race011,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race011_pose.json,single_athlete
198,Speed_finals_Villars_2024_race011,right,advanced,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race011_pose.json,single_athlete
199,Speed_finals_Villars_2024_race012,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race012_pose.json,single_athlete
200,Speed_finals_Villars_2024_race012,right,advanced,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race012_pose.json,single_athlete
201,Speed_finals_Villars_2024_race013,left,advanced,missing_pose,,
202,Speed_finals_Villars_2024_race013,right,advanced,missing_pose,,
203,Speed_finals_Villars_2024_race014,left,advanced,single_lane_mismatch:right,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race014_pose.json,single_athlete
204,Speed_finals_Villars_2024_race014,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race014_pose.json,single_athlete
205,Speed_finals_Villars_2024_race015,left,advanced,missing_pose,,
206,Speed_finals_Villars_2024_race015,right,advanced,missing_pose,,
207,Speed_finals_Villars_2024_race016,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race016_pose.json,single_athlete
208,Speed_finals_Villars_2024_race017,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/samples/Speed_finals_Villars_2024_race017_poses.json,dual_lane
209,Speed_finals_Villars_2024_race017,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/samples/Speed_finals_Villars_2024_race017_poses.json,dual_lane
210,Speed_finals_Villars_2024_race018,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race018_pose.json,single_athlete
211,Speed_finals_Villars_2024_race018,right,advanced,single_lane_mismatch:left,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race018_pose.json,single_athlete
212,Speed_finals_Villars_2024_race019,left,advanced,missing_pose,,
213,Speed_finals_Villars_2024_race019,right,advanced,missing_pose,,
214,Speed_finals_Villars_2024_race020,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race020_pose.json,single_athlete
215,Speed_finals_Villars_2024_race021,left,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race021_pose.json,single_athlete
216,Speed_finals_Villars_2024_race022,right,advanced,single_lane_uncertain:center,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race022_pose.json,single_athlete
217,Speed_finals_Villars_2024_race023,left,advanced,missing_pose,,
218,Speed_finals_Villars_2024_race023,right,advanced,missing_pose,,
219,Speed_finals_Villars_2024_race024,left,advanced,single_lane_mismatch:right,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race024_pose.json,single_athlete
220,Speed_finals_Villars_2024_race024,right,advanced,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_villars_2024/Speed_finals_Villars_2024_race024_pose.json,single_athlete
221,Speed_finals_Zilina_2025_race001,left,advanced,missing_pose,,
222,Speed_finals_Zilina_2025_race002,left,advanced,missing_pose,,
223,Speed_finals_Zilina_2025_race007,left,advanced,missing_pose,,
224,Speed_finals_Zilina_2025_race008,right,advanced,missing_pose,,
225,Speed_finals_Zilina_2025_race011,left,beginner,missing_pose,,
226,Speed_finals_Zilina_2025_race014,left,beginner,missing_pose,,
227,Speed_finals_Zilina_2025_race016,left,advanced,missing_pose,,
228,Speed_finals_Zilina_2025_race018,left,beginner,missing_pose,,
229,Speed_finals_Zilina_2025_race019,left,advanced,missing_pose,,
230,Speed_finals_Zilina_2025_race020,left,beginner,ok,/config/workspace/Speed-Climbing-Performance-Analysis/data/processed/poses/single_athlete/poses_zilina_2025/Speed_finals_Zilina_2025_race020_pose.json,single_athlete
231,Speed_finals_Zilina_2025_race027,left,advanced,missing_pose,,
232,Speed_finals_Zilina_2025_race031,right,advanced,missing_pose,,
233,Speed_finals_Zilina_2025_race032,left,advanced,missing_pose,,
234,Speed_finals_Zilina_2025_race033,left,advanced,missing_pose,,
235,Speed_finals_Zilina_2025_race034,right,advanced,missing_pose,,
236,Speed_finals_Zilina_2025_race042,left,advanced,missing_pose,,
237,Speed_finals_Zilina_2025_race045,left,beginner,missing_pose,,
238,Speed_finals_Zilina_2025_race047,left,beginner,missing_pose,,
239,Speed_finals_Zilina_2025_race047,right,advanced,missing_pose,,
240,Speed_finals_Zilina_2025_race049,left,advanced,missing_pose,,
241,Speed_finals_Zilina_2025_race058,left,advanced,missing_pose,,
242,Speed_finals_Zilina_2025_race064,left,beginner,missing_pose,,
243,Speed_finals_Zilina_2025_race068,left,advanced,missing_pose,,
244,Speed_finals_Zilina_2025_race068,right,advanced,missing_pose,,
245,Speed_finals_Zilina_2025_race069,left,advanced,missing_pose,,
